dlga_lord_ask_leave_service_3:lord_ask_leave_service_end|As you wish. I hereby declare your oaths to be null and void. You will no longer hold land or titles in my name. You are free, {playername}.
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2|Thank you, my {lord/lady}. It was an honor to serve you.
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2.1|Many thanks. It feels good to be {a free man/free} once again.
dlga_lord_ask_leave_service_end_2:close_window|Farewell then, {playername}, and may good fortune follow you wherever you may go.
dlga_lord_active_mission_1:lord_lend_companion_end|Oh, you want your companion back? I see...
dlga_lord_active_mission_1:lord_pretalk|{playername}, I must beg your patience, but I still have need of your companion. Please return later when things have settled.
dlga_lord_active_mission_1:lord_active_mission_2|Yes, have you made any progress?
dlga_lord_active_mission_2:lord_generic_mission_thank|Indeed. I brought you {reg1} {s1} as prisoners.
dlga_lord_active_mission_2:capture_enemy_hero_thank|Oh, indeed. I've captured the master of {s13} for you.
dlga_capture_enemy_hero_thank:capture_enemy_hero_thank_2|Many thanks, my friend. He will serve very well as a bargaining chip. You have done fine work here. Please accept these {reg5} thaler for your help.
dlga_capture_enemy_hero_thank_2:lord_pretalk|Certainly, {s65}.
dlga_capture_enemy_hero_thank_2:lord_pretalk.1|It was nothing.
dlga_capture_enemy_hero_thank_2:lord_pretalk.2|Let it be more of a challenge next time!
dlga_lord_active_mission_2:lord_raise_troops_thank|Indeed. I have raised {reg1} {s13}. You can take them.
dlga_lord_raise_troops_thank:lord_raise_troops_thank_2|These men may well turn the tides in our favor, {playername}. I am confident you've trained them well. My thanks and my compliments to you.
dlga_lord_raise_troops_thank_2:lord_pretalk|Very well -- the lads are at your command, sire. I am sure you will take good care of them.
dlga_lord_active_mission_2:lord_collect_taxes_success|Here are all the taxes from {s3}. It comes to {reg19} thaler.
dlga_lord_active_mission_2:lord_collect_taxes_half_success|Here are the taxes from {s3}. It comes to {reg19} thaler.
dlga_lord_active_mission_2:lord_collect_taxes_fail|Unfortunately, a revolt broke out while I was collecting the taxes. I could only collect {reg19} thaler.
dlga_lord_collect_taxes_success:lord_pretalk|Well done, {playername}, very well done indeed! You were truly the right {man/person} for the job. I promised you a fifth of the taxes, so that amounts to {reg21} thaler. If you give me {reg20} thaler, you may keep the difference. That's a fine day for everyone, wouldn't you say?
dlga_lord_collect_taxes_half_success:lord_pretalk|What?! Is this some scheme of yours, {playername}? That's less than half the taxes I'm owed! It seems you would let them get away with murder -- and my money. What a farce! You can forget the amount I promised you. I'm taking {reg20} thaler from what you collected. You're lucky I'm leaving you a few coins for honor's sake.
dlga_lord_collect_taxes_fail:lord_pretalk|God, what a bloody mess you've gotten us into, {playername}.This might turn very ugly if I do not take immediate action. I certainly hope you're not here expecting to be paid for your failure. Hand over my {reg19} thaler, if you please, and let us end our business together.
dlga_lord_active_mission_2:lord_hunt_down_fugitive_success|I found {s4} hiding at {s3}, and delivered his punishment.
dlga_lord_active_mission_2:lord_hunt_down_fugitive_fail|I'm afraid he got away.
dlga_lord_hunt_down_fugitive_success:lord_hunt_down_fugitive_success_2|And we'll all be a lot better off without him! Thank you, {playername}, for removing this long-festering thorn from my side. 'Tis good to know you can be trusted to handle things without too much fuss. A bounty I promised, and a bounty you shall have. 300 thaler and not a copper less!
dlga_lord_hunt_down_fugitive_success_2:lord_hunt_down_fugitive_reward_accept|I shall take the money, {s65}, and thank you for it.
dlga_lord_hunt_down_fugitive_success_2:lord_hunt_down_fugitive_reward_reject|This is blood money. I cannot accept it.
dlga_lord_hunt_down_fugitive_reward_accept:lord_pretalk|Of course, {playername}. Here you are. Once again, you've my thanks for ridding me of that {s44}.
dlga_lord_hunt_down_fugitive_reward_reject:lord_pretalk|You are a {man/woman} for whom justice is its own reward, eh? As you wish, {playername}, as you wish. An honorable sentiment, to be true. Regardless, you've my thanks for ridding me of that {s44}.
dlga_lord_hunt_down_fugitive_fail:lord_pretalk|You disappoint me. That {s44} managed to avoid the hand of justice once more. I thought you would be equal to the task, {playername}. Clearly I was wrong.
dlga_lord_active_mission_2:lord_active_mission_3|I am still working on it.
dlga_lord_active_mission_2:lord_mission_failed|I am afraid I won't be able to accept this quest.
dlga_lord_active_mission_3:lord_pretalk|Good. Remember, I am counting on you.
dlga_lord_mission_failed:lord_pretalk|{s43}
dlga_lord_suggest_action_ask:lord_suggest_action|What do you suggest?
dlga_lord_suggest_action:lord_suggest_join_faction|I wish to become a subject of your nation.
dlga_lord_suggest_join_faction:lord_give_oath_5|Very well then.
dlga_lord_suggest_learn_party_id:lord_pretalk|It is {reg0}.
dlga_lord_suggest_action:lord_suggest_become_marshall|I want to be your nation's marshal.
dlga_lord_suggest_become_marshall:lord_pretalk|Very well then.
dlga_lord_suggest_action:lord_suggest_attack_enemy_castle|Let us attack an enemy town or fortress.
dlga_lord_suggest_action:lord_suggest_go_to_friendly_town|Let us return to a friendly town.
dlga_lord_suggest_action:lord_suggest_attack_enemy_party|Let us attack an enemy war party.
dlga_lord_suggest_action:lord_suggest_lift_siege|Let us lift this siege.
dlga_lord_suggest_action:lord_suggest_follow_me|Follow me.
dlga_lord_suggest_action:lord_suggest_follow_other|Follow someone.
dlga_lord_suggest_action:lord_suggest_raid_village|Raid a village.
dlga_lord_suggest_action:lord_pretalk|Like me.
dlga_lord_suggest_lift_siege:close_window|As you wish, {playername}.
dlga_lord_suggest_go_to_friendly_town:lord_suggest_go_to_friendly_town2|Hmm. To which town or fortress do you suggest we go?
dlga_lord_suggest_go_to_friendly_town2:lord_suggest_go_to_friendly_town3|{s1}
dlga_lord_suggest_go_to_friendly_town2:lord_pretalk|Never mind.
dlga_lord_suggest_go_to_friendly_town3:lord_pretalk|Very well, we shall go to {s1}.
dlga_lord_suggest_attack_enemy_party:lord_suggest_attack_enemy_party2|Hmm. Which party do you suggest we attack?
dlga_lord_suggest_attack_enemy_party2:lord_suggest_attack_enemy_party3|There is a detachment under the command {s1} of {s2}. It is far from {s3}, making it an excellent target.
dlga_lord_suggest_attack_enemy_party2:lord_pretalk|Never mind.
dlga_lord_suggest_attack_enemy_party3:lord_pretalk|As you wish, we shall attack {s1}.
dlga_lord_suggest_attack_enemy_castle:lord_suggets_attack_enemy_castle2|Hmm. Which one do you suggest we attack?
dlga_lord_suggets_attack_enemy_castle2:lord_suggets_attack_enemy_castle3|{s1} of {s2}.
dlga_lord_suggets_attack_enemy_castle2:lord_pretalk|Return...
dlga_lord_suggets_attack_enemy_castle3:lord_pretalk|That should be possible. Very well, we shall attack {s1}.
dlga_lord_suggest_raid_village:lord_suggest_raid_village_2|Hmm. Which village do you suggest we attack?
dlga_lord_suggest_raid_village_2:lord_suggest_raid_village_3|{s1} of {s2}.
dlga_lord_suggest_raid_village_2:lord_pretalk|Return...
dlga_lord_suggest_raid_village_3:lord_pretalk|That should be possible. Very well, we'll attack {s1}.
dlga_lord_suggest_follow_me:lord_pretalk|Aye, I'll follow you.
dlga_lord_suggest_follow_other:lord_suggest_follow_other_2|Who do you want me to follow?
dlga_lord_suggest_follow_other_2:lord_suggest_follow_other_3|{s1}
dlga_lord_suggest_follow_other_2:lord_pretalk|Return...
dlga_lord_suggest_follow_other_3:lord_pretalk|As you wish, I shall be accompanying {s1}.
dlga_lord_suggest_action:lord_pretalk.1|Nothing, {s65}. It's not important.
dlga_lord_request_mission_ask:lord_propose_mercenary|Warning: This line should never display.
dlga_lord_propose_mercenary:lord_mercenary_service|As it happens, {playername}, I promised {s10} that I would provide a company of mercenaries for an upcoming campaign. What do you say to entering the service of {s9} as a mercenary captain? I've no doubt that you would be equal to the task.
dlga_lord_mercenary_service:lord_mercenary_service_reject|I'm not interested, thank you.
dlga_lord_mercenary_service:lord_mercenary_service_accept|Aye, I'll join {s9}.
dlga_lord_mercenary_service:lord_mercenary_elaborate_pay|Sounds interesting. Tell me more.
dlga_lord_mercenary_service_accept:lord_mercenary_service_verify|Perfect. Of course you shall have to make a formal declaration of allegiance, and give your oath that you and your company will remain in service to {s9} for a period of no less than three months.
dlga_lord_mercenary_service_verify:lord_mercenary_service_verify_2|As you wish. Your enemies are my enemies.
dlga_lord_mercenary_service_verify:lord_mercenary_service_reject|On second thought, I might rather keep my independence.
dlga_lord_mercenary_service_verify_2:lord_mercenary_service_accept_3|Aye, that will do. You've made a wise choice, my friend. {s9} does well by its loyal fighters. You will receive many rewards for your service.
dlga_lord_mercenary_service_accept_3:lord_pretalk|Now, I suggest you prepare yourself for a serious campaign. Respond quickly when you are summoned for duty, and meanwhile train and equip your soldiers as best you can.
dlga_lord_mercenary_service_reject:lord_pretalk|I'm very sorry to hear that. You'll find no better place than {s9}, be sure of that.
dlga_lord_mercenary_elaborate_pay:lord_mercenary_elaborate_1|I'll offer you a contract for three months. At the end of those three, it can be extended monthly. An initial sum of {reg12} thaler will be paid to you to seal the contract. After that, you'll receive wages from {s10} each week, according to the number and quality of the soldiers in your company. You'll retain all rights to battlefield loot and salvage, as well as any prisoners you capture. As I'm sure you know, war can be quite profitable...
dlga_lord_mercenary_service_elaborate_duty:lord_mercenary_elaborate_1|Your duties... There are only a few, and none of them are difficult. The first thing is to declare your allegiance, an oath of loyalty to our cause. Once that's done, you shall be required to fulfill certain responsibilities. You'll participate in military campaigns, fulfill any tasks given to you by your commanders, and most of all -- attack the enemies of our nation wherever you might find them.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_elaborate_duty|And what about my duties as a mercenary?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_castle|Can I hold any fortresses I may take?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_banner|Can I fly my own banner?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_pay|How much will you pay me for my service?
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_accept|Sounds good. I wish to enter your service as a mercenary.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_reject|I'm sorry, but my sword is not for hire.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1|Only my loyal subjects can own lands and fortresses in my realm. A mercenary cannot be trusted with such a responsibility. However, after serving for a time, you can swear homage to me and become my subject. Then you will be rewarded with a fief.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.1|Only loyal subjects of {s10} can own lands and castles. A simple mercenary cannot be trusted with such responsibility, you understand. However, after serving for a time, you may earn the right to swear homage to {s10}. Then you would be rewarded with a fief.
dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1|Only my nobles have the honor of carrying their own banners. However, after some time in mercenary service, you may earn the opportunity to swear homage to me and become my subject, gaining the right to choose a banner of your own, and fight under it in battle.
dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1.1|{s10} holds old tradition dear. Only nobles have the honor of carrying their own banners. However, after some time of mercenary service, perhaps you can earn the opportunity to swear homage to {s10}, with which comes the right to choose a banner of your own and fight under it in battle.
dlga_lord_request_mission_ask:lord_pretalk|You still haven't finished the last task I gave you, {playername}. You should be working on that, not asking me for other things to do.
dlga_lord_request_mission_ask:lord_pretalk.1|I don't have any other tasks for you right now.
dlga_lord_request_mission_ask:lord_tell_mission|A task?
dlga_lord_tell_mission:lord_mission_deliver_message|I must send a letter to {s13}, who should currently be at {s4}. If you will be heading in that direction, would you kindly deliver it to him? The letter must be in his hands within 30 days.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_accepted|Certainly, I was planning to pass by {s4}.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected|I doubt I'll be seeing {s13} any time soon, {s65}. You had best send it with a courier.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected_rudely|I am no errand boy, sir. Hire a courier.
dlga_lord_mission_deliver_message_accepted:close_window|Thank you, {playername}. Here is the letter, and a small sum to cover your travel expenses. Give my regards to {s13} when you see him.
dlga_lord_mission_deliver_message_rejected:lord_pretalk|Ah, very well then. I am sure I will find someone else.
dlga_lord_mission_deliver_message_rejected_rudely:lord_mission_deliver_message_rejected_rudely_2|Hmm, is this how you respond to a polite request for a small favor? Poor show, {playername}. I am surprised that you would take offence.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_rejected_rudely_3|Then you shall know better from now on.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_accepted|Forgive my temper, {s65}. I will deliver your letter.
dlga_lord_mission_deliver_message_rejected_rudely_3:close_window|Indeed. I will remember...
dlga_lord_tell_mission:lord_mission_deliver_message.1|I need a letter delivered to {s13} of {s15}, who is currently at {s4}. If you are traveling in that direction, would you deliver my letter to him? The letter needs to reach him within 40 days.
dlga_lord_tell_mission:lord_mission_told|There is one small matter... My {s17} {s13} is due to visit her relatives at {s14}. In fact, the visit has been postponed several times already, what with all the trouble on the roads -- but this time she is adamant about going. So I would at least like to make sure she's well-guarded. I trust you well, {playername}, and I would be very grateful if you could escort her to {s14} and make sure she arrives safely.
dlga_lord_tell_mission:lord_mission_deal_with_bandits_told|A group of bandits have taken refuge in my village of {s1}. They plunder the nearby farms, feasting upon my cattle and stealing my taxes. I should like nothing better than to ride out there and teach them a lesson, but I have my hands full at the moment, so I cannot handle the problem personally.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_accepted|Worry not, I shall go to {s1} and deal with these scum for you.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_rejected|You shall have to find help elsewhere. I too am busy.
dlga_lord_mission_deal_with_bandits_accepted:close_window|Would you do that? Many thanks -- and know that I will be most grateful to you. Here, take this for the expenses of your campaign. And make an example of those bastards for me!
dlga_lord_mission_deal_with_bandits_rejected:lord_pretalk|Ah... Very well then, forget I mentioned it.
dlga_lord_tell_mission:lord_tell_mission_raise_troops|It shames me to say this, {playername}, but I was inspecting my soldiers the other day, and found several who scarcely know which end of the sword to hold. {s44} You are a warrior of some renown, {playername}. Will you perhaps train some of these muddlers for me? I would be most grateful to you.
dlga_lord_tell_mission_raise_troops:lord_tell_mission_raise_troops_2|How many men do you need?
dlga_lord_tell_mission_raise_troops_2:lord_mission_raise_troops_told|I need capable {s14}, numbering {reg1}. Bring them to me when their training is complete.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_accepted|Of course, {s65}. Give me {reg1} fresh recruits and I'll train them to be {s14}.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_rejected|I am too busy these days to handle the training of recruits.
dlga_lord_mission_raise_troops_accepted:close_window|You have taken a great weight off my shoulders, {playername}. I shall tell my sergeants to convey these recruits to your command. Also, I'll advance you some money to help cover your expenses. Here, take this purse, and my thanks for your help.
dlga_lord_mission_raise_troops_rejected:lord_pretalk|Oh, of course. I should have expected as much. Well, good luck to you then.
dlga_lord_tell_mission:lord_mission_collect_taxes_told|You probably know that I am the lord of the {reg9?town:village} of {s3}. However, it has been months since {s3} has delivered its taxes and rents due to me, its rightful lord. Apparently, the populace there has grown unruly of late, and I shall have to send someone there to remind them of their obligations. And to... persuade them if they refuse to listen to reason. If you go there and raise the taxes they owe, I shall grant you one-fifth of everything you collect.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_accepted|A fair offer, {s65}. We have an agreement.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_rejected|Forgive me, but I don't have the time.
dlga_lord_mission_collect_taxes_accepted:close_window|Welcome news, {playername}. I shall entrust this matter to you. Remember, those {reg9?townsmen:peasants} are foxes and devils. They will make every excuse not to pay me my rightful incomes. Do not listen to their lies.
dlga_lord_mission_collect_taxes_rejected:lord_pretalk|Ah, very well then. Well, good luck to you.
dlga_lord_tell_mission:lord_mission_hunt_down_fugitive_told|I have something you could help with -- it involves the lawless villain known as {s4}. He murdered one of my men, and has been on the run from justice ever since. I cannot afford to let him get away with this, so I've put a bounty of 300 thaler on his head. Some friends of the murdered man reckon that this assassin may have taken refuge with his kinsmen at {s3}. You might be able to hunt him down there and give him what he deserves -- and claim the bounty for yourself!
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_accepted|Then I shall hunt down this snake, and execute the law.
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_rejected|I am too busy to go after him at the moment.
dlga_lord_mission_hunt_down_fugitive_accepted:close_window|Marvelous, {playername}. I would be most grateful to you, as will the family of the man he murdered. Well, good hunting to you.
dlga_lord_mission_hunt_down_fugitive_rejected:lord_pretalk|As you wish, {playername}. I suppose there are plenty of bounty hunters around that might get the job done...
dlga_lord_tell_mission:lord_mission_told_kill_local_merchant|The wretched truth is that I owe a considerable sum of money to one of the merchants here in {s3}. I have no intention of paying it back, of course, but that loud-mouthed fool is making a terrible fuss about it. He even had the audacity to come and threaten me with a letter of complaint to the trade guilds and bankers. Why, he would ruin my reputation! So I need a {man/woman} I can trust, someone who will guarantee the man's silence. For good.
dlga_lord_mission_told_kill_local_merchant:lord_mission_accepted_kill_local_merchant|Worry not, he shan't breathe another word.
dlga_lord_mission_told_kill_local_merchant:lord_mission_rejected|I'm no common murderer, sir.
dlga_lord_mission_accepted_kill_local_merchant:close_window|Very good. I trust in your skill and discretion, {playername}. Do not disappoint me. Go now and wait for my word. I shall dispatch a message telling you when and where you can find this merchant. Dispose of him for me, and I shall reward you generously.
dlga_lord_tell_mission:lord_mission_told_meet_spy_in_enemy_town|I have a delicate matter which needs tending to, {playername} -- and there is no one I can trust to handle it for me. The fact is that I have placed a spy in {s13} to keep an eye on things for me, and report anything that might warrant my attention. Every week I send someone to collect the spy's reports and bring them back here to me. The job is yours if you want it.
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_accepted|Sounds interesting -- a bit of espionage. Count me in.
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_rejected|I'm afraid I must decline. Cloak-and-dagger work isn't fit for me.
dlga_quest_meet_spy_in_enemy_town_accepted:quest_meet_spy_in_enemy_town_accepted_response|Excellent! Make your way to {s13} as soon as you can. The spy will be waiting.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_2|{s13} is heavily defended. How can I even get close without being noticed?
dlga_quest_meet_spy_in_enemy_town_accepted_2:quest_meet_spy_in_enemy_town_accepted_response|You shall have to use stealth. Take care to avoid enemy strongholds, villages, and patrols -- and don't bring too many men with you. If you fail to sneak in the first time, wait a while for the garrison to lower its guard again, or you may have a difficult time infiltrating the town.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_3|How will I recognize the spy?
dlga_quest_meet_spy_in_enemy_town_accepted_3:quest_meet_spy_in_enemy_town_accepted_response|Once you arrive in {s13}, speak with the locals -- the spy will be one of them. If you think you've found the spy, say the phrase '{s11}' The spy will respond with the phrase '{s12}'. Thus you will know the other, and {reg7?she:he} will give you any information {reg7?she:he}'s gathered in my service.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_4|Will I be paid for my labors?
dlga_quest_meet_spy_in_enemy_town_accepted_4:quest_meet_spy_in_enemy_town_accepted_response|Of course, I have plenty of silver in my coffers for loyal {men/women} such as yourself. Do well by me, {playername}, and you shall rise high.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_end|I know what to do. Farewell, my lord.
dlga_quest_meet_spy_in_enemy_town_accepted_end:lord_pretalk|Good luck, {playername}. Remember, the secret phrase is '{s11}' and the counterphrase is '{s12}'. Bring any reports back to me, and I shall reward you with an open hand.
dlga_quest_meet_spy_in_enemy_town_rejected:lord_pretalk|As you wish, {playername} -- but I strongly advise you to forget anything I might have mentioned about any spies. I have no such people in my employ, and I never have. And no one would ever find me making use of such men. Remember that.
dlga_lord_tell_mission:lord_mission_told_raid_caravan_to_start_war|This peace with {s13} ill suits me, {playername}. We have let those swine have their way for far too long. Now they grow stronger with each passing day, and their arrogance knows no bounds. I say we should wage war on them before it's too late! Unfortunately, some of the bleeding hearts among our realm's lords are blocking the declaration of war. -- Witless cowards with no stomach for blood!
dlga_lord_mission_told_raid_caravan_to_start_war:lord_mission_tell_raid_caravan_to_start_war_2|You are right, {s65}, but what can we do?
dlga_lord_mission_told_raid_caravan_to_start_war:quest_raid_caravan_to_start_war_rejected_1|I disagree, sir. Peace is preferable to war.
dlga_lord_mission_tell_raid_caravan_to_start_war_2:lord_mission_tell_raid_caravan_to_start_war_3|Ah, 'tis good to hear a like-minded soul! As a matter of fact, there is something we can do, {playername} -- a little bit of provocation. The dogs in {s13} are very fond of their merchant carts, and rely on them overmuch. If one of our war parties managed to enter their territory and pillage some of their carts, they would have ample motive to declare war on us. And then, well, even the cowards amongst us would be forced to rise up -- if only to defend themselves. So what say you? Are you interested?
dlga_lord_mission_tell_raid_caravan_to_start_war_3:quest_raid_caravan_to_start_war_accepted|An excellent plan. Count me in.
dlga_lord_mission_tell_raid_caravan_to_start_war_3:lord_mission_tell_raid_caravan_to_start_war_4|Why do you ask me? Are your own men incapable of dealing with a few merchants?
dlga_lord_mission_tell_raid_caravan_to_start_war_4:lord_mission_tell_raid_caravan_to_start_war_5|Well, {playername}, some of my subjects would not look too fondly upon a ruler who would incite war without their consent. Many of them are already looking for an excuse to get at me, and if I did this they could make me pay for it dearly. You, on the other hand, are young, well-liked and daring, so you might just get away with it. And then of course I will throw my support behind you and defend your actions against your opponents. All in all, a few of our high and mighty might be upset at your endeavor, but I am sure you won't be terribly bothered with that.
dlga_lord_mission_tell_raid_caravan_to_start_war_5:quest_raid_caravan_to_start_war_accepted|Then I will go and raid those carts at your behest.
dlga_lord_mission_tell_raid_caravan_to_start_war_5:quest_raid_caravan_to_start_war_rejected_2|I don't like this. Find yourself someone else to take the blame for your schemes.
dlga_quest_raid_caravan_to_start_war_accepted:close_window|Very good! Now, if I were you, I'd try to capture and loot at least {reg13} caravan carts, to make sure you really infuriate those fools in {s13}. With that done, return to me -- and make sure you keep away from their patrols. If they catch you, our plan will certainly fail, and you'll be facing a long time in their prisons. Go on now, and good luck to you -- and good hunting!
dlga_quest_raid_caravan_to_start_war_rejected_1:lord_pretalk|Ah, you think so? But how long will your precious peace last? Not long, believe me.
dlga_quest_raid_caravan_to_start_war_rejected_2:lord_pretalk|Hmm. As you wish, {playername}. I thought you had some fire in you, but it seems I was mistaken.
dlga_lord_tell_mission:lord_mission_told.1|Some of the serfs working my fields in {s4} have run away. The ungrateful swine! I let them plough my fields and rent my cottages, and this is how they repay me! From what I've been hearing, they're running toward {s3} as fast as they can, and they've split up into three groups in an attempt to avoid capture. I want you to capture all three groups, and take them back to {s4} by whatever means necessary. I should really have them hung for attempting to escape, but we'll need every hand for the upcoming harvest. I suppose I'll have to let them off this time with a good beating.
dlga_lord_tell_mission:lord_tell_mission_follow_spy|I have it on good authority that there is a man in this very town who is actually an enemy spy. He must be seized and hanged for his impudence -- but we also believe that very soon he will be leaving town to meet with his master, the man to whom the spy feeds all his little whispers. The spy himself is of little import, but the master is a dangerous man, and might tell us a great deal if we could only get our hands on him...
dlga_lord_tell_mission_follow_spy:lord_tell_mission_follow_spy_2|I want you to wait here until the spy leaves town. Then you must follow him, stealthily, to the meeting place. You must take absolute care not to be seen by the spy on your way, or he may suspect foul play and turn back. When the master appears, you must swiftly ambush and arrest them both, and bring the pair back to me. Alive, if you please.
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_accepted|I'll do it, {s65}.
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_rejected|No, I don't have the time for this.
dlga_lord_tell_mission_follow_spy_accepted:close_window|Good! I'm sure I can count on you. One of my men will point out the spy for you when he leaves, so you'll know who to follow. Remember, I want them both, and I want them alive!
dlga_lord_tell_mission_follow_spy_rejected:lord_pretalk|What a shame. Ah well, carry on as you were, {playername}...
dlga_lord_tell_mission:lord_tell_mission_capture_enemy_hero|There is a difficult job I need done, {playername}, and you may be just the one who can carry it off. I need someone to capture one of the nobles of {s13} and bring him to me. Afterwards, I'll be able to exchange for a relative of mine who is currently being held by {s13}. It is a simple enough job, but whomever you target will be guarded by an elite band of personal retainers. Are you up for that kind of fight?
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_accepted|Consider it done, {s65}.
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_rejected|I must refuse, {s65}. I am no kidnapper.
dlga_lord_tell_mission_capture_enemy_hero_accepted:close_window|I like your spirit! Go and bring me one of our enemies, and we shall toast your name in my hall upon you return! And reward you for your efforts, of course...
dlga_lord_tell_mission_capture_enemy_hero_rejected:lord_pretalk|Clearly you lack the mettle I thought you possessed. Very well, I will find someone else.
dlga_lord_tell_mission:lord_tell_mission_lend_companion|I don't have a job for you right now, but your companion {s3} is a skilled {reg3?lass:fellow}, and I need someone with {reg3?her:his} talents. Will you lend me {reg3?her:his} services for a while?
dlga_lord_tell_mission_lend_companion:lord_tell_mission_lend_companion_2|How long will you be needing {reg3?her:him}?
dlga_lord_tell_mission_lend_companion_2:lord_mission_lend_companion_told|Just a few days, or a week at the most.
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_accepted|Then I will leave {s3} with you for one week.
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_rejected|I am sorry, but I cannot do without {s3} for a whole week.
dlga_lord_tell_mission_lend_companion_accepted:close_window|I cannot thank you enough, {playername}. Worry not, your companion shall be returned to you with all due haste.
dlga_lord_tell_mission_lend_companion_rejected:lord_pretalk|Well, that's most unfortunate, but I suppose I cannot force you or {s3} to agree. I shall have to make do without.
dlga_lord_tell_mission:lord_tell_mission_collect_debt|Some time ago, I loaned a considerable sum of money to {s3}. {reg4} thaler, to be precise. He was supposed to pay it back within the month, but I haven't received a copper from him since, and this was months ago. If you could collect the debt from him on my behalf, I would be grateful indeed. I would even let you keep one fifth of the amount for your trouble. What say you?
dlga_lord_tell_mission_collect_debt:lord_tell_mission_collect_debt_2|Do you know where I can find {s3}, {s65}?
dlga_lord_tell_mission_collect_debt_2:lord_tell_mission_collect_debt_3|If you leave now and move quickly, you should be able to find him at {s4}. I've little doubt that he will be suitably embarrassed by his conduct, and will give you all the money he owes.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_accepted|Then I will make sure {s3} returns the debt.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_rejected|Forgive me, {s65}, but I believe it better to collect one's own debts in person.
dlga_lord_tell_mission_collect_debt_accepted:close_window|You have made me very happy, {playername}. Please, talk to {s3}, and don't let him off unless he returns my money.
dlga_lord_tell_mission_collect_debt_rejected:lord_pretalk|Perhaps you are right, {playername}. Ah, I suppose I'm never getting that money back...
dlga_lord_tell_mission:lord_tell_mission_incriminate_commander|I tell you, that blubbering fool {s13} is not fit to rule {s14}. God knows he would be divested of his lands in an instant, were it not for one of his loyal subjects, {s15}. As long as he has {s15} aiding him, taking him down will be a difficult job indeed. So I shall need to get {s15} out of the picture -- and I have a plan to do just that... With your help, naturally.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_2|I am all ears, {s66}.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_rejected|I don't wish to involve myself in anything dishonorable against {s15}.
dlga_lord_tell_mission_incriminate_commander_rejected:lord_pretalk|Dishonorable? Bah! I was hoping I could count on you, {playername}, but you've shown me what a fool I was to entertain such hopes. I shall have to find someone else -- someone whose loyalty I can trust.
dlga_lord_tell_mission_incriminate_commander_2:lord_tell_mission_incriminate_commander_3|I have written a letter addressed to {s15}, bearing my own seal, which implicates him in a plan to stage a coup in {s14}, in my favor. There is no such plan and {s15} is innocent of course. But if we can make {s13} believe the letter is genuine, he will deal with {s15} very swiftly. Of course, the challenge is to convince {s13} that the letter is indeed real...
